Source,Target,Type,Weight,book
ARYA,Polliver,Undirected,3,2
ARYA,Praed,Undirected,3,2
ARYA,Rafford,Undirected,5,2
ARYA,Rickon-Stark,Undirected,5,2
ARYA,ROBB,Undirected,15,2
ARYA,ROBERT,Undirected,4,2
ARYA,Roose-Bolton,Undirected,13,2
ARYA,Rorge,Undirected,13,2
ARYA,Sansa-Stark,Undirected,20,2
ARYA,Syrio-Forel,Undirected,5,2
ARYA,Tyrion-Lannister,Undirected,4,2
ARYA,Tywin-Lannister,Undirected,13,2
ARYA,Vargo-Hoat,Undirected,6,2
ARYA,Weasel,Undirected,10,2
ARYA,Weese,Undirected,15,2
ARYA,Woth,Undirected,3,2
ARYA,Yoren,Undirected,28,2
Arys-Oakheart,Joffrey-Baratheon,Undirected,6,2
Arys-Oakheart,Myrcella-Baratheon,Undirected,4,2
Arys-Oakheart,Sansa-Stark,Undirected,3,2
Asha-Greyjoy,Balon-Greyjoy,Undirected,3,2
Asha-Greyjoy,Dagmer,Undirected,5,2
Asha-Greyjoy,Theon-Greyjoy,Undirected,35,2
Asha-Greyjoy,Wex-Pyke,Undirected,3,2
Axell-Florent,Selyse-Florent,Undirected,3,2
Axell-Florent,Stannis-Baratheon,Undirected,6,2
Bael-the-Bard,Ygritte,Undirected,5,2
Ballabar,Podrick-Payne,Undirected,3,2
Ballabar,Tyrion-Lannister,Undirected,12,2
Balon-Greyjoy,CATELYN,Undirected,3,2
Balon-Greyjoy,Dagmer,Undirected,3,2
Balon-Greyjoy,NED,Undirected,4,2
Balon-Greyjoy,ROBB,Undirected,5,2
Balon-Greyjoy,ROBERT,Undirected,4,2
Balon-Greyjoy,Theon-Greyjoy,Undirected,27,2
Balon-Greyjoy,Victarion-Greyjoy,Undirected,4,2
Balon-Swann,Joffrey-Baratheon,Undirected,6,2
Balon-Swann,Mandon-Moore,Undirected,3,2
Balon-Swann,Meryn-Trant,Undirected,3,2
Balon-Swann,Osmund-Kettleblack,Undirected,4,2
Balon-Swann,Tyrion-Lannister,Undirected,8,2
Barristan-Selmy,Belwas,Undirected,5,2
Barristan-Selmy,Cersei-Lannister,Undirected,5,2
Barristan-Selmy,DAENERYS,Undirected,3,2
Barristan-Selmy,Joffrey-Baratheon,Undirected,7,2
Barristan-Selmy,ROBERT,Undirected,3,2
Barristan-Selmy,VARYS,Undirected,3,2
Belwas,DAENERYS,Undirected,5,2
Belwas,Jhogo,Undirected,3,2
Belwas,JORAH,Undirected,4,2
Benfred-Tallhart,Helman-Tallhart,Undirected,3,2
Benfred-Tallhart,Leobald-Tallhart,Undirected,3,2
Benfred-Tallhart,Stygg,Undirected,3,2
Benfred-Tallhart,Theon-Greyjoy,Undirected,7,2
Benjen-Stark,Jeor-Mormont,Undirected,5,2
Beric-Dondarrion,Thoros-of-Myr,Undirected,3,2
Beth-Cassel,Bran-Stark,Undirected,4,2
Beth-Cassel,Rodrik-Cassel,Undirected,4,2
Beth-Cassel,Theon-Greyjoy,Undirected,3,2
Biter,Jaqen-Hghar,Undirected,12,2
Biter,Rorge,Undirected,14,2
Biter,Yoren,Undirected,3,2
Boros-Blount,Cersei-Lannister,Undirected,7,2
Boros-Blount,Gyles-Rosby,Undirected,5,2
Boros-Blount,Joffrey-Baratheon,Undirected,11,2
Boros-Blount,Meryn-Trant,Undirected,13,2
Boros-Blount,Sansa-Stark,Undirected,8,2
Boros-Blount,Tanda-Stokeworth,Undirected,3,2
Boros-Blount,Tommen-Baratheon,Undirected,3,2
Boros-Blount,Tyrion-Lannister,Undirected,8,2
Bran-Stark,CATELYN,Undirected,3,2
Bran-Stark,Chayle,Undirected,3,2
Bran-Stark,Cley-Cerwyn,Undirected,5,2
Bran-Stark,Donella-Hornwood,Undirected,5,2
Bran-Stark,NED,Undirected,4,2
Bran-Stark,Hayhead,Undirected,6,2
Bran-Stark,Hodor,Undirected,59,2
Bran-Stark,Howland-Reed,Undirected,3,2
Bran-Stark,Jojen-Reed,Undirected,47,2
Bran-Stark,JON,Undirected,11,2
Bran-Stark,Luwin,Undirected,51,2
Bran-Stark,Meera-Reed,Undirected,36,2
Bran-Stark,Mikken,Undirected,11,2
Bran-Stark,Nan,Undirected,7,2
Bran-Stark,Osha,Undirected,30,2
Bran-Stark,Poxy-Tym,Undirected,3,2
Bran-Stark,Ramsay-Snow,Undirected,7,2
Bran-Stark,Reek,Undirected,3,2
Bran-Stark,Rickon-Stark,Undirected,54,2
Bran-Stark,ROBB,Undirected,28,2
Bran-Stark,Rodrik-Cassel,Undirected,34,2
Bran-Stark,Sansa-Stark,Undirected,5,2
Bran-Stark,Stafford-Lannister,Undirected,3,2
Bran-Stark,Theon-Greyjoy,Undirected,24,2
Bran-Stark,Walder-Frey-(son-of-Jammos),Undirected,5,2
Bran-Stark,Walder-Frey-(son-of-Merrett),Undirected,12,2
Bran-Stark,Wyman-Manderly,Undirected,6,2
Brienne-of-Tarth,CATELYN,Undirected,36,2
Brienne-of-Tarth,Edmure-Tully,Undirected,3,2
Brienne-of-Tarth,Emmon-Cuy,Undirected,8,2
Brienne-of-Tarth,Jaime-Lannister,Undirected,3,2
Brienne-of-Tarth,Renly-Baratheon,Undirected,28,2
Brienne-of-Tarth,Robar-Royce,Undirected,3,2
Brienne-of-Tarth,ROBERT,Undirected,3,2
Brienne-of-Tarth,Selwyn-Tarth,Undirected,4,2
Brienne-of-Tarth,Stannis-Baratheon,Undirected,5,2
Brienne-of-Tarth,Vyman,Undirected,3,2
BRONN,Cersei-Lannister,Undirected,11,2
BRONN,Jacelyn-Bywater,Undirected,7,2
BRONN,Joffrey-Baratheon,Undirected,9,2
BRONN,Mandon-Moore,Undirected,5,2
BRONN,Podrick-Payne,Undirected,3,2
BRONN,Stannis-Baratheon,Undirected,3,2
BRONN,Timett,Undirected,5,2
BRONN,Tommen-Baratheon,Undirected,3,2
BRONN,Tyrion-Lannister,Undirected,40,2
BRONN,VARYS,Undirected,8,2
Bryce-Caron,Cortnay-Penrose,Undirected,3,2
Bryce-Caron,Eldon-Estermont,Undirected,3,2
Bryce-Caron,Guyard-Morrigen,Undirected,5,2
Bryce-Caron,Renly-Baratheon,Undirected,7,2
Bryce-Caron,Stannis-Baratheon,Undirected,3,2
Brynden-Tully,CATELYN,Undirected,5,2
Brynden-Tully,ROBB,Undirected,6,2
Brynden-Tully,Tywin-Lannister,Undirected,3,2
Captain-Myraham,Theon-Greyjoy,Undirected,4,2
Captain-Myraham-Daughter,Theon-Greyjoy,Undirected,3,2
CATELYN,Cersei-Lannister,Undirected,14,2
CATELYN,Cleos-Frey,Undirected,5,2
CATELYN,Colen-of-Greenpools,Undirected,6,2
CATELYN,Desmond-Grell,Undirected,3,2
CATELYN,NED,Undirected,12,2
CATELYN,Edmure-Tully,Undirected,17,2
CATELYN,Hallis-Mollen,Undirected,6,2
CATELYN,Hoster-Tully,Undirected,5,2
CATELYN,Jaime-Lannister,Undirected,16,2
CATELYN,Joffrey-Baratheon,Undirected,4,2
CATELYN,Loras-Tyrell,Undirected,6,2
CATELYN,Lysa-Arryn,Undirected,7,2
CATELYN,Margaery-Tyrell,Undirected,4,2
CATELYN,Mathis-Rowan,Undirected,3,2
CATELYN,Randyll-Tarly,Undirected,3,2
CATELYN,Renly-Baratheon,Undirected,51,2
CATELYN,Rickon-Stark,Undirected,3,2
CATELYN,Robar-Royce,Undirected,7,2
CATELYN,ROBB,Undirected,27,2
CATELYN,ROBERT,Undirected,5,2
CATELYN,Sansa-Stark,Undirected,3,2
CATELYN,Stafford-Lannister,Undirected,3,2
CATELYN,Stannis-Baratheon,Undirected,20,2
CATELYN,Theon-Greyjoy,Undirected,5,2
CATELYN,Tyrion-Lannister,Undirected,10,2
CATELYN,Tywin-Lannister,Undirected,14,2
CATELYN,Utherydes-Wayn,Undirected,3,2
CATELYN,Vyman,Undirected,4,2
CATELYN,Wendel-Manderly,Undirected,7,2
Cersei-Lannister,Chiswyck,Undirected,3,2
Cersei-Lannister,Cleos-Frey,Undirected,6,2
Cersei-Lannister,Dunsen,Undirected,3,2
Cersei-Lannister,NED,Undirected,13,2
Cersei-Lannister,Gregor-Clegane,Undirected,4,2
Cersei-Lannister,Gyles-Rosby,Undirected,6,2
Cersei-Lannister,Ilyn-Payne,Undirected,12,2
Cersei-Lannister,Jacelyn-Bywater,Undirected,4,2
Cersei-Lannister,Jaime-Lannister,Undirected,17,2
Cersei-Lannister,Janos-Slynt,Undirected,9,2
Cersei-Lannister,Joffrey-Baratheon,Undirected,63,2
Cersei-Lannister,Lancel-Lannister,Undirected,20,2
Cersei-Lannister,Lysa-Arryn,Undirected,5,2
Cersei-Lannister,Meryn-Trant,Undirected,11,2
Cersei-Lannister,Myrcella-Baratheon,Undirected,4,2
Cersei-Lannister,Osfryd-Kettleblack,Undirected,7,2
Cersei-Lannister,Osmund-Kettleblack,Undirected,4,2
Cersei-Lannister,Osney-Kettleblack,Undirected,3,2
Cersei-Lannister,LITTLEFINGER,Undirected,7,2
Cersei-Lannister,Polliver,Undirected,3,2
Cersei-Lannister,Preston-Greenfield,Undirected,3,2
Cersei-Lannister,Pycelle,Undirected,6,2
Cersei-Lannister,Rafford,Undirected,3,2
Cersei-Lannister,Renly-Baratheon,Undirected,7,2
Cersei-Lannister,ROBB,Undirected,15,2
Cersei-Lannister,ROBERT,Undirected,12,2
Cersei-Lannister,Sandor-Clegane,Undirected,9,2
Cersei-Lannister,Sansa-Stark,Undirected,39,2
Cersei-Lannister,Shae,Undirected,5,2
Cersei-Lannister,Stannis-Baratheon,Undirected,23,2
Cersei-Lannister,Tanda-Stokeworth,Undirected,3,2
Cersei-Lannister,Tickler,Undirected,5,2
Cersei-Lannister,Tommen-Baratheon,Undirected,10,2
Cersei-Lannister,Tyrion-Lannister,Undirected,87,2
Cersei-Lannister,Tywin-Lannister,Undirected,10,2
Cersei-Lannister,VARYS,Undirected,23,2
Cersei-Lannister,Vylarr,Undirected,3,2
Chataya,Tyrion-Lannister,Undirected,6,2
Chayle,Mikken,Undirected,4,2
Chella,Shae,Undirected,4,2
Chella,Tyrion-Lannister,Undirected,3,2
Chella,VARYS,Undirected,4,2
Chett,JON,Undirected,5,2
Chiswyck,Dunsen,Undirected,3,2
Chiswyck,Gregor-Clegane,Undirected,4,2
Chiswyck,Ilyn-Payne,Undirected,3,2
Chiswyck,Joffrey-Baratheon,Undirected,3,2
Chiswyck,Meryn-Trant,Undirected,3,2
Chiswyck,Polliver,Undirected,4,2
Chiswyck,Rafford,Undirected,7,2
Chiswyck,Sandor-Clegane,Undirected,3,2
Chiswyck,Tickler,Undirected,5,2
Chiswyck,Weese,Undirected,6,2
Cleos-Frey,NED,Undirected,3,2
Cleos-Frey,Jaime-Lannister,Undirected,3,2
Cleos-Frey,ROBB,Undirected,11,2
Cleos-Frey,Tyrion-Lannister,Undirected,13,2
Cley-Cerwyn,Donella-Hornwood,Undirected,3,2
Cley-Cerwyn,Rodrik-Cassel,Undirected,4,2
Colen-of-Greenpools,Renly-Baratheon,Undirected,3,2
Cortnay-Penrose,Davos-Seaworth,Undirected,5,2
Cortnay-Penrose,Renly-Baratheon,Undirected,3,2
Cortnay-Penrose,Stannis-Baratheon,Undirected,18,2
Cortnay-Penrose,Tyrion-Lannister,Undirected,3,2
Cortnay-Penrose,VARYS,Undirected,3,2
Craster,Dywen,Undirected,7,2
Craster,Eddison-Tollett,Undirected,3,2
Craster,Jeor-Mormont,Undirected,19,2
Craster,JON,Undirected,26,2
Craster,Mance-Rayder,Undirected,4,2
Craster,SAM,Undirected,10,2
Craster,Thoren-Smallwood,Undirected,4,2
Cressen,Davos-Seaworth,Undirected,10,2
Cressen,Melisandre,Undirected,7,2
Cressen,Patchface,Undirected,8,2
Cressen,Pylos,Undirected,17,2
Cressen,Renly-Baratheon,Undirected,4,2
Cressen,ROBERT,Undirected,4,2
Cressen,Selyse-Florent,Undirected,3,2
Cressen,Shireen-Baratheon,Undirected,6,2
Cressen,Stannis-Baratheon,Undirected,21,2
Cutjack,Gendry,Undirected,3,2
Cutjack,Kurz,Undirected,4,2
Cutjack,Tarber,Undirected,3,2
DAENERYS,Doreah,Undirected,3,2
DAENERYS,DROGO,Undirected,8,2
DAENERYS,Irri,Undirected,6,2
DAENERYS,Jhiqui,Undirected,7,2
DAENERYS,Jhogo,Undirected,12,2
DAENERYS,JORAH,Undirected,29,2
DAENERYS,Lynesse-Hightower,Undirected,3,2
DAENERYS,Mirri-Maz-Duur,Undirected,3,2
DAENERYS,Pono,Undirected,4,2
DAENERYS,Pyat-Pree,Undirected,14,2
DAENERYS,Quaithe,Undirected,5,2
DAENERYS,Rakharo,Undirected,4,2
DAENERYS,ROBERT,Undirected,4,2
DAENERYS,Viserys-Targaryen,Undirected,3,2
DAENERYS,Xaro-Xhoan-Daxos,Undirected,13,2
Dagmer,Rodrik-Cassel,Undirected,3,2
Dagmer,Theon-Greyjoy,Undirected,7,2
Dalbridge,Ebben,Undirected,4,2
Dalbridge,JON,Undirected,4,2
Dalbridge,Qhorin-Halfhand,Undirected,5,2
Davos-Seaworth,Devan-Seaworth,Undirected,4,2
Davos-Seaworth,Imry-Florent,Undirected,3,2
Davos-Seaworth,Matthos-Seaworth,Undirected,3,2
Davos-Seaworth,Melisandre,Undirected,20,2
Davos-Seaworth,Monford-Velaryon,Undirected,3,2
Davos-Seaworth,Pylos,Undirected,9,2
Davos-Seaworth,Renly-Baratheon,Undirected,6,2
Davos-Seaworth,Salladhor-Saan,Undirected,8,2
Davos-Seaworth,Stannis-Baratheon,Undirected,58,2
Desmond-Grell,Edmure-Tully,Undirected,4,2
Desmond-Grell,Utherydes-Wayn,Undirected,3,2
Devan-Seaworth,Renly-Baratheon,Undirected,3,2
Devan-Seaworth,Stannis-Baratheon,Undirected,13,2
Dolf,Shagga,Undirected,3,2
Donella-Hornwood,Leobald-Tallhart,Undirected,3,2
Donella-Hornwood,Luwin,Undirected,7,2
Donella-Hornwood,Mors-Umber,Undirected,3,2
Donella-Hornwood,Ramsay-Snow,Undirected,3,2
Donella-Hornwood,Rodrik-Cassel,Undirected,4,2
Dontos-Hollard,Joffrey-Baratheon,Undirected,8,2
Dontos-Hollard,Moon-Boy,Undirected,5,2
Dontos-Hollard,Sansa-Stark,Undirected,17,2
Dontos-Hollard,Stannis-Baratheon,Undirected,3,2
Dontos-Hollard,Tyrion-Lannister,Undirected,4,2
Doran-Martell,Myrcella-Baratheon,Undirected,4,2
Doran-Martell,Tyrion-Lannister,Undirected,3,2
Doran-Martell,VARYS,Undirected,4,2
Drennan,Squint,Undirected,3,2
Drennan,Theon-Greyjoy,Undirected,3,2
DROGO,JORAH,Undirected,4,2
DROGO,Pono,Undirected,4,2
DROGO,Viserys-Targaryen,Undirected,3,2
Dunsen,Gregor-Clegane,Undirected,4,2
Dunsen,Ilyn-Payne,Undirected,3,2
Dunsen,Joffrey-Baratheon,Undirected,3,2
Dunsen,Meryn-Trant,Undirected,3,2
Dunsen,Polliver,Undirected,7,2
Dunsen,Rafford,Undirected,6,2
Dunsen,Sandor-Clegane,Undirected,3,2
Dunsen,Tickler,Undirected,3,2
Dunsen,Weese,Undirected,3,2
Dywen,Grenn,Undirected,8,2
Dywen,JON,Undirected,9,2
Ebben,JON,Undirected,10,2
Ebben,Qhorin-Halfhand,Undirected,8,2
Ebben,Stonesnake,Undirected,4,2
NED,Ilyn-Payne,Undirected,5,2
NED,Janos-Slynt,Undirected,7,2
NED,Joffrey-Baratheon,Undirected,9,2
NED,JON,Undirected,9,2
NED,Luwin,Undirected,3,2
NED,Maron-Greyjoy,Undirected,3,2
NED,LITTLEFINGER,Undirected,4,2
NED,Renly-Baratheon,Undirected,5,2
NED,Rickon-Stark,Undirected,3,2
NED,ROBB,Undirected,11,2
NED,ROBERT,Undirected,26,2
NED,Stannis-Baratheon,Undirected,5,2
NED,Theon-Greyjoy,Undirected,17,2
NED,Tyrion-Lannister,Undirected,12,2
NED,VARYS,Undirected,3,2
Eddison-Tollett,Jeor-Mormont,Undirected,4,2
Eddison-Tollett,JON,Undirected,11,2
Edmure-Tully,Hoster-Tully,Undirected,3,2
Edmure-Tully,Jaime-Lannister,Undirected,3,2
Edmure-Tully,ROBB,Undirected,12,2
Edmure-Tully,Tywin-Lannister,Undirected,8,2
Eldon-Estermont,Steffon-Varner,Undirected,3,2
Emmon-Cuy,Renly-Baratheon,Undirected,3,2
Emmon-Cuy,Robar-Royce,Undirected,3,2
Euron-Greyjoy,Theon-Greyjoy,Undirected,4,2
Farlen,Theon-Greyjoy,Undirected,6,2
Florian-the-Fool,Jonquil,Undirected,8,2
Florian-the-Fool,Sansa-Stark,Undirected,3,2
Gariss,Murch,Undirected,5,2
Garlan-Tyrell,Joffrey-Baratheon,Undirected,4,2
Garlan-Tyrell,Loras-Tyrell,Undirected,3,2
Gendry,Hot-Pie,Undirected,23,2
Gendry,Jaqen-Hghar,Undirected,4,2
Gendry,Lommy-Greenhands,Undirected,17,2
Gendry,Woth,Undirected,3,2
Gendry,Yoren,Undirected,8,2
Gregor-Clegane,Ilyn-Payne,Undirected,3,2
Gregor-Clegane,Joffrey-Baratheon,Undirected,3,2
Gregor-Clegane,Meryn-Trant,Undirected,4,2
Gregor-Clegane,Polliver,Undirected,5,2
Gregor-Clegane,Rafford,Undirected,6,2
Gregor-Clegane,Sandor-Clegane,Undirected,5,2
Gregor-Clegane,Tickler,Undirected,5,2
Gregor-Clegane,Tywin-Lannister,Undirected,4,2
Gregor-Clegane,Weese,Undirected,5,2
Grenn,Jeor-Mormont,Undirected,3,2
Grenn,SAM,Undirected,6,2
Guyard-Morrigen,Renly-Baratheon,Undirected,7,2
Gyles-Rosby,Jacelyn-Bywater,Undirected,4,2
Gyles-Rosby,Joffrey-Baratheon,Undirected,4,2
Gyles-Rosby,Lollys-Stokeworth,Undirected,5,2
Gyles-Rosby,Sansa-Stark,Undirected,3,2
Gyles-Rosby,Tanda-Stokeworth,Undirected,5,2
Gyles-Rosby,Tommen-Baratheon,Undirected,4,2
Gyles-Rosby,Tyrion-Lannister,Undirected,3,2
Gynir,Wex-Pyke,Undirected,4,2
Hake,JON,Undirected,4,2
Hallis-Mollen,Wendel-Manderly,Undirected,3,2
Hallyne,Joffrey-Baratheon,Undirected,3,2
Hallyne,Tyrion-Lannister,Undirected,5,2
Halys-Hornwood,Rodrik-Cassel,Undirected,3,2
Harren-Hoare,Nan,Undirected,5,2
High-Septon-(fat_one),Tyrion-Lannister,Undirected,4,2
High-Septon-(Tyrions),Tyrion-Lannister,Undirected,4,2
Hobber-Redwyne,Horas-Redwyne,Undirected,7,2
Hodor,Jojen-Reed,Undirected,3,2
Hodor,Luwin,Undirected,17,2
Hodor,Meera-Reed,Undirected,10,2
Hodor,Osha,Undirected,16,2
Hodor,Rickon-Stark,Undirected,11,2
Hodor,Rodrik-Cassel,Undirected,3,2
Hodor,Wyman-Manderly,Undirected,3,2
Horas-Redwyne,Joffrey-Baratheon,Undirected,3,2
Hoster-Tully,Vyman,Undirected,3,2
Hot-Pie,Lommy-Greenhands,Undirected,28,2
Hot-Pie,Mebble,Undirected,4,2
Hot-Pie,Weasel,Undirected,4,2
Hot-Pie,Woth,Undirected,5,2
Hot-Pie,Yoren,Undirected,8,2
Ilyn-Payne,Joffrey-Baratheon,Undirected,13,2
Ilyn-Payne,Meryn-Trant,Undirected,8,2
Ilyn-Payne,Polliver,Undirected,3,2
Ilyn-Payne,Rafford,Undirected,3,2
Ilyn-Payne,Sandor-Clegane,Undirected,8,2
Ilyn-Payne,Sansa-Stark,Undirected,9,2
Ilyn-Payne,Tickler,Undirected,5,2
Irri,Jhiqui,Undirected,3,2
Jacelyn-Bywater,Janos-Slynt,Undirected,4,2
Jacelyn-Bywater,Joffrey-Baratheon,Undirected,7,2
Jacelyn-Bywater,Lancel-Lannister,Undirected,3,2
Jacelyn-Bywater,Tommen-Baratheon,Undirected,6,2
Jacelyn-Bywater,Tyrion-Lannister,Undirected,16,2
Jacelyn-Bywater,VARYS,Undirected,4,2
Jaime-Lannister,Joffrey-Baratheon,Undirected,12,2
Jaime-Lannister,JON,Undirected,3,2
Jaime-Lannister,Mandon-Moore,Undirected,4,2
Jaime-Lannister,LITTLEFINGER,Undirected,4,2
Jaime-Lannister,Renly-Baratheon,Undirected,9,2
Jaime-Lannister,ROBB,Undirected,11,2
Jaime-Lannister,ROBERT,Undirected,11,2
Jaime-Lannister,Sansa-Stark,Undirected,5,2
Jaime-Lannister,Stafford-Lannister,Undirected,3,2
Jaime-Lannister,Stannis-Baratheon,Undirected,6,2
Jaime-Lannister,Theon-Greyjoy,Undirected,4,2
Jaime-Lannister,Tyrion-Lannister,Undirected,25,2
Jaime-Lannister,Tysha,Undirected,3,2
Jaime-Lannister,Tywin-Lannister,Undirected,5,2
Janos-Slynt,Joffrey-Baratheon,Undirected,10,2
Janos-Slynt,LITTLEFINGER,Undirected,5,2
Janos-Slynt,Tyrion-Lannister,Undirected,26,2
Janos-Slynt,VARYS,Undirected,7,2
Jaqen-Hghar,Rorge,Undirected,16,2
Jaqen-Hghar,Weese,Undirected,4,2
Jaqen-Hghar,Yoren,Undirected,3,2
Jaremy-Rykker,Jeor-Mormont,Undirected,3,2
Jaremy-Rykker,Thoren-Smallwood,Undirected,3,2
Jarman-Buckwell,Jeor-Mormont,Undirected,4,2
Jarman-Buckwell,JON,Undirected,4,2
Jarman-Buckwell,Thoren-Smallwood,Undirected,6,2
Jason-Mallister,Theon-Greyjoy,Undirected,4,2
Jeor-Mormont,JON,Undirected,63,2
Jeor-Mormont,JORAH,Undirected,3,2
Jeor-Mormont,Mance-Rayder,Undirected,4,2
Jeor-Mormont,Ottyn-Wythers,Undirected,3,2
Jeor-Mormont,Qhorin-Halfhand,Undirected,12,2
Jeor-Mormont,SAM,Undirected,17,2
Jeor-Mormont,Thoren-Smallwood,Undirected,11,2
Jhogo,JORAH,Undirected,6,2
Joffrey-Baratheon,Lancel-Lannister,Undirected,4,2
Joffrey-Baratheon,Loras-Tyrell,Undirected,3,2
Joffrey-Baratheon,Mace-Tyrell,Undirected,4,2
Joffrey-Baratheon,Mandon-Moore,Undirected,8,2
Joffrey-Baratheon,Margaery-Tyrell,Undirected,6,2
Joffrey-Baratheon,Meryn-Trant,Undirected,19,2
Joffrey-Baratheon,Myrcella-Baratheon,Undirected,13,2
Joffrey-Baratheon,Osmund-Kettleblack,Undirected,9,2
Joffrey-Baratheon,LITTLEFINGER,Undirected,20,2
Joffrey-Baratheon,Polliver,Undirected,3,2
Joffrey-Baratheon,Pycelle,Undirected,6,2
Joffrey-Baratheon,Rafford,Undirected,3,2
Joffrey-Baratheon,Renly-Baratheon,Undirected,11,2
Joffrey-Baratheon,ROBB,Undirected,16,2
Joffrey-Baratheon,ROBERT,Undirected,20,2
Joffrey-Baratheon,Sandor-Clegane,Undirected,27,2
Joffrey-Baratheon,Sansa-Stark,Undirected,76,2
Joffrey-Baratheon,Stannis-Baratheon,Undirected,21,2
Joffrey-Baratheon,Tickler,Undirected,4,2
